long clean title,short clean title
young leaves (Alaska Native) Sourdock,young leaves (Alaska Native) Sourdock
ground Squirrel,ground Squirrel
tundra Tea,tundra Tea
meat Walrus,meat Walrus
sitka Deer (venison),sitka Deer (venison)
meat Walrus,meat Walrus
Walrus,Walrus
liver Walrus,liver Walrus
walrus (Alaska Native) Oil,walrus (Alaska Native) Oil
bowhead Whale,bowhead Whale
bowhead Whale,bowhead Whale
whale Oil,whale Oil
broad whitefish Fish,whitefish Fish
mixed species whitefish Fish,whitefish Fish
broad whitefish Fish,whitefish Fish
leaves in oil (Alaska Native) Willow,leaves in oil (Alaska Native) Willow
young leaves Willow,young leaves Willow
blue corn with ash (Navajo) Mush,blue corn with ash (Navajo) Mush
blue (Navajo) Cornmeal,blue (Navajo) Cornmeal
banana (Navajo) Melon,banana (Navajo) Melon
Chilchen (Red Berry Beverage) (Navajo),Chilchen (Red Berry Beverage) (Navajo)
dried (Navajo) Corn,dried (Navajo) Corn
white Corn,white Corn
white (Navajo) Cornmeal,white (Navajo) Cornmeal
yellow (Navajo) Cornmeal,yellow (Navajo) Cornmeal
Indian Squash,Indian Squash
cooked Indian Squash,Indian Squash
kneel down (Navajo) Bread,kneel down (Navajo) Bread
cooked Mutton,cooked Mutton
made with lard (Navajo) Frybread,made with lard (Navajo) Frybread
includes plain and from mutton sandwich (Navajo) Tortilla,includes plain and from mutton sandwich (Navajo) Tortilla
dumpling with mutton (Navajo) Stew,dumpling with mutton (Navajo) Stew
hominy with mutton (Navajo) Stew,hominy with mutton (Navajo) Stew
corn mutton Stew,mutton Stew
Tamales (Navajo),Tamales (Navajo)
steamed corn (Navajo) Stew,steamed corn (Navajo) Stew
raw halibut Fish,halibut Fish
coho (silver) salmon Fish,salmon Fish
sockeye (red) salmon Fish,salmon Fish
Chum Salmon Fish,Salmon Fish
king (chinook) salmon Fish,salmon Fish
Salmonberries,Salmonberries
wild Blueberries,wild Blueberries
spotted seal (Alaska Native) Oil,spotted seal (Alaska Native) Oil
red salmon Fish,salmon Fish
whitefish Fish,whitefish Fish
rump meat Caribou,rump meat Caribou
shoulder meat Caribou,shoulder meat Caribou
hind quarter meat Caribou,hind quarter meat Caribou
meat bearded (Oogruk) Seal,bearded (Oogruk) Seal
whitefish Fish,whitefish Fish
red salmon Fish,salmon Fish
red salmon Fish,salmon Fish
king salmon Fish,salmon Fish
sheefish Fish,sheefish Fish
meat bearded (Oogruk) Seal,bearded (Oogruk) Seal
chum salmon Fish,salmon Fish
ground free range Elk,free range Elk
ground free range Elk,free range Elk
top round steak free range Buffalo,free range Buffalo
meat bearded (Oogruk) Seal,bearded (Oogruk) Seal
top round steak free range Buffalo,free range Buffalo
roast free range Elk,free range Elk
roast free range Elk,free range Elk
Chokecherries,Chokecherries
dried Steelhead trout,dried Steelhead trout
boiled Steelhead trout,boiled Steelhead trout
Acorn stew (Apache),Acorn stew (Apache)
dried Corn,dried Corn
dried (Alaska Native) Smelt,dried (Alaska Native) Smelt
made with lard (Apache) Frybread,made with lard (Apache) Frybread
Corned beef and potatoes in tortilla (Apache),Corned beef and potatoes in tortilla (Apache)
plain (Apache) Tennis Bread,plain (Apache) Tennis Bread
cooked halibut Fish,halibut Fish
filets with skin red (sockeye) Salmon,red (sockeye) Salmon
Agave,Agave
cooked (Southwest) Agave,cooked (Southwest) Agave
dried (Southwest) Agave,dried (Southwest) Agave
Narrow Leaf Shoots (Northern Plains Indians) Cattail,Narrow Leaf Shoots (Northern Plains Indians) Cattail
Lambsquarters,Lambsquarters
steamed (Northern Plains Indians) Lambsquarters,steamed (Northern Plains Indians) Lambsquarters
Prickly pears,Prickly pears
broiled (Northern Plains Indians) Prickly pears,broiled (Northern Plains Indians) Prickly pears
Prairie Turnips,Prairie Turnips
boiled (Northern Plains Indians) Prairie Turnips,boiled (Northern Plains Indians) Prairie Turnips
wild (Northern Plains Indians) Raspberries,wild (Northern Plains Indians) Raspberries
wild (Northern Plains Indians) Rose Hips,wild (Northern Plains Indians) Rose Hips
Chokecherries,Chokecherries
blanched (Northern Plains Indians) Stinging Nettles,blanched (Northern Plains Indians) Stinging Nettles
wild (Northern Plains Indians) Plums,wild (Northern Plains Indians) Plums
roasted (Navajo) Pinon Nuts,roasted (Navajo) Pinon Nuts
meat hind quarter Caribou,hind quarter Caribou
fish with shortening (Alaskan ice cream) (Alaska Native) Agutuk,fish with shortening (Alaskan ice cream) (Alaska Native) Agutuk
Steller Sea lion,Steller Sea lion
Steller Sea lion,Steller Sea lion
Steller Sea lion,Steller Sea lion
Steller Sea lion,Steller Sea lion
Steller Sea lion,Steller Sea lion
Steller Sea lion,Steller Sea lion
Oregon dried seeds Wocas,dried seeds Wocas
beaked (Northern Plains Indians) Hazelnuts,beaked (Northern Plains Indians) Hazelnuts
made from blue cornmeal (Hopi) Piki bread,made from blue cornmeal (Hopi) Piki bread
cooked tuber Wocas,tuber Wocas
pinto bean and hominy Stew,pinto bean and hominy Stew
masa and pork filling (Hopi) Tamales,masa and pork filling (Hopi) Tamales
brewed herbal Tea,herbal Tea
blue corn Tortilla,blue corn Tortilla
blue corn Bread,blue corn Bread
9 oz house sirloin steak APPLEBEE'S,9 oz house sirloin steak APPLEBEE'S
Double Crunch Shrimp APPLEBEE'S,Double Crunch Shrimp APPLEBEE'S
french fries APPLEBEE'S,french fries APPLEBEE'S
Macaroni & Cheese KRAFT APPLEBEE'S,KRAFT APPLEBEE'S
mozzarella sticks APPLEBEE'S,mozzarella sticks APPLEBEE'S
chicken tenders APPLEBEE'S,chicken tenders APPLEBEE'S
FRIDAY'S Shrimp T.G.I. FRIDAY'S,FRIDAY'S Shrimp T.G.I. FRIDAY'S
french fries T.G.I. FRIDAY'S,french fries T.G.I. FRIDAY'S
fried mozzarella T.G.I. FRIDAY'S,fried mozzarella T.G.I. FRIDAY'S
macaroni & cheese T.G.I. FRIDAY'S,macaroni & cheese T.G.I. FRIDAY'S
chicken fingers T.G.I. FRIDAY'S,chicken fingers T.G.I. FRIDAY'S
classic sirloin steak (10 oz) T.G.I. FRIDAY'S,classic sirloin steak (10 oz) T.G.I. FRIDAY'S
family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
chicken fingers family style Restaurant,family style Restaurant
shrimp family style Restaurant,family style Restaurant
macaroni & cheese family style Restaurant,family style Restaurant
fish APPLEBEE'S,fish APPLEBEE'S
chili APPLEBEE'S,chili APPLEBEE'S
chicken fingers T.G.I. FRIDAY'S,chicken fingers T.G.I. FRIDAY'S
coleslaw APPLEBEE'S,coleslaw APPLEBEE'S
crunchy onion rings APPLEBEE'S,crunchy onion rings APPLEBEE'S
chicken tenders platter APPLEBEE'S,chicken tenders platter APPLEBEE'S
chicken tenderloin platter CRACKER BARREL,chicken tenderloin platter CRACKER BARREL
coleslaw CRACKER BARREL,coleslaw CRACKER BARREL
onion rings CRACKER BARREL,onion rings CRACKER BARREL
chicken strips DENNY'S,chicken strips DENNY'S
coleslaw DENNY'S,coleslaw DENNY'S
battered or breaded fish fillet DENNY'S,fish fillet DENNY'S
hash browns DENNY'S,hash browns DENNY'S
onion rings DENNY'S,onion rings DENNY'S
spaghetti and meatballs DENNY'S,spaghetti and meatballs DENNY'S
fish fillet family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
family style Restaurant,family style Restaurant
macaroni n' cheese CRACKER BARREL,macaroni n' cheese CRACKER BARREL
Italian Restaurant,Italian Restaurant
lasagna classico OLIVE GARDEN,lasagna classico OLIVE GARDEN
lasagne CARRABBA'S ITALIAN GRILL,lasagne CARRABBA'S ITALIAN GRILL
Mexican rice ON THE BORDER,Mexican rice ON THE BORDER
refried beans ON THE BORDER,refried beans ON THE BORDER
Italian Restaurant,Italian Restaurant
spaghetti with pomodoro sauce OLIVE GARDEN,spaghetti with pomodoro sauce OLIVE GARDEN
spaghetti with pomodoro sauce CARRABBA'S ITALIAN GRILL,spaghetti with pomodoro sauce CARRABBA'S ITALIAN GRILL
cheese enchilada ON THE BORDER,cheese enchilada ON THE BORDER
Mexican Restaurant,Mexican Restaurant
cheese quesadilla ON THE BORDER,cheese quesadilla ON THE BORDER
Mexican Restaurant,Mexican Restaurant
cheese ravioli with marinara sauce CARRABBA'S ITALIAN GRILL,cheese ravioli with marinara sauce CARRABBA'S ITALIAN GRILL
cheese ravioli with marinara sauce OLIVE GARDEN,cheese ravioli with marinara sauce OLIVE GARDEN
Italian Restaurant,Italian Restaurant
Mexican Restaurant,Mexican Restaurant
chicken parmesan without cavatappi pasta CARRABBA'S ITALIAN GRILL,chicken parmesan without cavatappi pasta CARRABBA'S ITALIAN GRILL
chicken parmigiana without pasta OLIVE GARDEN,chicken parmigiana without pasta OLIVE GARDEN
Italian Restaurant,Italian Restaurant
soft taco with ground beef ON THE BORDER,soft taco with ground beef ON THE BORDER
soft taco with ground beef Mexican Restaurant,Mexican Restaurant
chicken and rice Latino Restaurant,Latino Restaurant
empanadas Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
pupusas con frijoles (pupusas Latino Restaurant,Latino Restaurant
pupusas con queso (pupusas Latino Restaurant,Latino Restaurant
pupusas del cerdo (pupusas Latino Restaurant,Latino Restaurant
tamale Latino Restaurant,Latino Restaurant
tamale Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
Latino Restaurant,Latino Restaurant
Mexican Restaurant,Mexican Restaurant
Mexican Restaurant,Mexican Restaurant
egg rolls Chinese Restaurant,Chinese Restaurant
fried rice Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
fried chicken tenderloin platter CRACKER BARREL,chicken tenderloin platter CRACKER BARREL
country fried shrimp platter CRACKER BARREL,country fried shrimp platter CRACKER BARREL
farm raised catfish platter CRACKER BARREL,farm raised catfish platter CRACKER BARREL
steak fries CRACKER BARREL,steak fries CRACKER BARREL
grilled sirloin steak CRACKER BARREL,grilled sirloin steak CRACKER BARREL
macaroni n' cheese plate CRACKER BARREL,macaroni n' cheese plate CRACKER BARREL
french fries DENNY'S,french fries DENNY'S
mozzarella cheese sticks DENNY'S,mozzarella cheese sticks DENNY'S
golden fried shrimp DENNY'S,golden fried shrimp DENNY'S
macaroni & cheese DENNY'S,macaroni & cheese DENNY'S
star shaped chicken nuggets DENNY'S,chicken nuggets DENNY'S
top sirloin steak DENNY'S,top sirloin steak DENNY'S
Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
vegetable chow mein Chinese Restaurant,Chinese Restaurant
vegetable lo mein Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
Chinese Restaurant,Chinese Restaurant
Italian Restaurant,Italian Restaurant
spaghetti with meat sauce OLIVE GARDEN,spaghetti with meat sauce OLIVE GARDEN
spaghetti with meat sauce CARRABBA'S ITALIAN GRILL,spaghetti with meat sauce CARRABBA'S ITALIAN GRILL
Chinese Restaurant,Chinese Restaurant
grenadine Syrups,grenadine Syrups
dry powdered mix fruit-flavored drink Beverages,fruit-flavored drink Beverages
liquid Pectin,liquid Pectin
vanilla ice cream ice cream type Frozen novelties,ice cream type Frozen novelties
made with sour cream and/or buttermilk and oil Creamy dressing,made with sour cream and/or buttermilk and oil Creamy dressing
american or cheddar Imitation cheese,american or cheddar Imitation cheese
banana juice with low fat yogurt Babyfood,banana juice with low fat yogurt Babyfood
mixed fruit juice with low fat yogurt Babyfood,mixed fruit juice with low fat yogurt Babyfood
sliced turkey Ham,turkey Ham
beef and pork Bologna,beef and pork Bologna
milk-fat free frozen Milk dessert,frozen Milk dessert
frozen Whipped topping,frozen Whipped topping
powdered Cream substitute,powdered Cream substitute
commercial peppercorn dressing Salad dressing,peppercorn dressing Salad dressing
reduced-calorie or diet Mayonnaise,reduced-calorie or diet Mayonnaise
milk chocolate coated soft Granola bar,soft Granola bar
italian dressing Salad dressing,italian dressing Salad dressing
liquid Cream substitute,liquid Cream substitute
MARS SNACKFOOD US Candies,MARS SNACKFOOD US Candies
apple yogurt dessert Babyfood,apple yogurt dessert Babyfood
reduced calorie Vegetable oil-butter spread,reduced calorie Vegetable oil-butter spread
blue or roquefort cheese dressing Salad dressing,blue or roquefort cheese dressing Salad dressing
monterey Cheese,monterey Cheese
reduced calorie made with sour cream and/or buttermilk and oil Creamy dressing,made with sour cream and/or buttermilk and oil Creamy dressing
reduced calorie made with sour cream and/or buttermilk and oil Creamy dressing,made with sour cream and/or buttermilk and oil Creamy dressing
beef Bologna,beef Bologna
french dressing Salad dressing,french dressing Salad dressing
fresh turkey and pork Sausage,turkey and pork Sausage
made with tofu Mayonnaise,made with tofu Mayonnaise
beef Frankfurter,beef Frankfurter
MARS SNACKFOOD US Candies,MARS SNACKFOOD US Candies
nonfat milk chocolate Frozen yogurts,chocolate Frozen yogurts
chocolate Frozen yogurts,chocolate Frozen yogurts
flavors other than chocolate Frozen yogurts,flavors other than chocolate Frozen yogurts
fluid buttermilk Milk,buttermilk Milk
brown and serve Pork sausage rice links,brown and serve Pork sausage rice links
blue or roquefort cheese dressing Salad dressing,blue or roquefort cheese dressing Salad dressing
mayonnaise-like Salad Dressing,mayonnaise-like Salad Dressing
MARS SNACKFOOD US Candies,MARS SNACKFOOD US Candies
Papad,Papad
cracker (include hain mini rice cakes) Rice cake,cracker (include hain mini rice cakes) Rice cake
MARS SNACKFOOD US Candies,MARS SNACKFOOD US Candies
coleslaw Salad Dressing,coleslaw Salad Dressing
flaxseed Oil,flaxseed Oil
lowfat cottage Cheese,cottage Cheese
frosted oat cereal with marshmallows Cereals ready-to-eat,frosted oat cereal with marshmallows Cereals ready-to-eat
WEETABIX whole grain cereal Cereals ready-to-eat,WEETABIX whole grain cereal Cereals ready-to-eat
HONEY BUNCHES OF OATS POST Cereals ready-to-eat,POST Cereals ready-to-eat
stick or tub vegetable oil spread Margarine-like,vegetable oil spread Margarine-like
home-prepared popcorn Snacks,popcorn Snacks
POST Cereals ready-to-eat,POST Cereals ready-to-eat
GREAT GRAINS POST Cereals ready-to-eat,POST Cereals ready-to-eat
juice Babyfood,juice Babyfood
juice Babyfood,juice Babyfood
Orange juice drink Beverages,Orange juice drink Beverages
with coconut granola bar Snacks,granola bar Snacks
vegetable and brown rice Babyfood,vegetable and brown rice Babyfood
peas and brown rice Babyfood,peas and brown rice Babyfood
meat and poultry Frankfurter,meat and poultry Frankfurter
seed gums (includes locust bean Gums,seed gums (includes locust bean Gums
white potato chips Snacks,potato chips Snacks
baked product Babyfood,baked product Babyfood
brown rice cereal Babyfood,cereal Babyfood
green beans and turkey Babyfood,green beans and turkey Babyfood
corn and canola Oil,corn and canola Oil
nonfat fluid Milk,fluid Milk
reduced sodium Peanut butter,reduced sodium Peanut butter
POST GREAT GRAINS Banana Nut Crunch Cereals ready-to-eat,POST GREAT GRAINS Banana Nut Crunch Cereals ready-to-eat
muenster Cheese,muenster Cheese
mozzarella Cheese,mozzarella Cheese
80% fat butter-margarine blend Margarine-like,butter-margarine blend Margarine-like
reduced calorie vegetable oil-butter spread Margarine-like,vegetable oil-butter spread Margarine-like
carrots Babyfood,carrots Babyfood
banana pudding dessert Babyfood,dessert Babyfood
tutti frutti fruit Babyfood,fruit Babyfood
tutti frutti fruit Babyfood,fruit Babyfood
dinner Babyfood,dinner Babyfood
caesar dressing Salad dressing,caesar dressing Salad dressing
coleslaw Salad dressing,coleslaw Salad dressing
green goddess Salad dressing,green goddess Salad dressing
sweet and sour Salad dressing,sweet and sour Salad dressing
blue or roquefort cheese Salad dressing,blue or roquefort cheese Salad dressing
caesar Salad dressing,caesar Salad dressing
sugar free Syrups,sugar free Syrups
no sugar (with sodium saccharin) Jellies,no sugar (with sodium saccharin) Jellies
no sugar (with sodium saccharin) Jams and preserves,no sugar (with sodium saccharin) Jams and preserves
chocolate covered Candies,chocolate covered Candies
nougat Candies,nougat Candies
gum drops Candies,gum drops Candies
hard Candies,hard Candies
chocolate covered Candies,chocolate covered Candies
sugarless Chewing gum,sugarless Chewing gum
